,Pair,Opened,Closed,Type,Entry Price,Exit Price,Amount,Profit,Balance
692,XBT/USD,2017-08-26 13:00:00,2017-08-26 17:00:00,short,4279.0,4327.5,1130360.0,-2.960596056486957,293.0988855933716
693,XBT/USD,2016-09-02 13:00:00,2016-09-05 09:00:00,long,574.12,603.09,60372.0,5.051254554338133,126.30213941930666
694,XBT/USD,2019-06-06 20:00:00,2019-06-06 22:00:00,short,7690.5,7791.0,4996568.0,-8.380888892794324,829.7079281889404
695,XBT/USD,2017-06-11 16:00:00,2017-06-11 19:00:00,long,2990.3,2957.0,571146.0,-2.150925100842622,210.5464487800408
696,XBT/USD,2016-02-01 21:00:00,2016-02-02 04:00:00,short,370.15,374.5,29500.0,-0.9257243707536088,91.6474935933165
697,XBT/USD,2017-05-31 16:00:00,2017-06-04 19:00:00,long,2301.1,2488.0,262146.0,8.557889376547301,204.60820134399088
698,XBT/USD,2020-05-09 23:00:00,2020-05-11 15:00:00,short,9537.5,8880.0,14347445.0,111.38399971071999,1888.2310601733127
699,XBT/USD,2016-09-29 13:00:00,2016-10-02 05:00:00,long,604.48,609.95,63188.0,0.9374449285106256,121.64251018822122
700,XBT/USD,2019-04-17 01:00:00,2019-04-17 11:00:00,long,5218.5,5157.0,3763901.0,-8.601426615595404,841.4044073983637
701,XBT/USD,2018-05-17 03:00:00,2018-05-17 06:00:00,long,8359.5,8262.0,4087450.0,-5.770209429102818,564.5206626904243
702,XBT/USD,2018-02-06 18:00:00,2018-02-09 01:00:00,long,7164.5,7950.0,585715.0,8.077547490224122,466.79023534039385
703,XBT/USD,2018-11-04 12:00:00,2018-11-05 18:00:00,long,6346.5,6383.0,3508732.0,3.1614326436974864,612.9505673327109
704,XBT/USD,2017-05-31 16:00:00,2017-06-04 19:00:00,long,2301.1,2488.0,262146.0,8.557889376547301,204.60820134399088
705,XBT/USD,2016-06-29 20:00:00,2016-07-03 08:00:00,long,642.03,670.08,73809.0,4.8123832834445714,139.64394981722128
706,XBT/USD,2017-06-13 17:00:00,2017-06-13 19:00:00,long,2732.1,2690.0,365872.0,-2.095860626567058,204.26070922479
707,XBT/USD,2016-03-20 03:00:00,2016-03-21 04:00:00,long,409.83,408.06,33060.0,-0.3499035464595605,94.71966601810921
708,XBT/USD,2020-03-23 14:00:00,2020-03-26 14:00:00,long,6236.5,6601.0,2991652.0,26.488535436512574,1603.311908486231
709,XBT/USD,2017-04-06 01:00:00,2017-04-08 17:00:00,long,1142.5,1186.0,155565.0,4.9941347079900185,165.88597499351982
710,XBT/USD,2020-02-21 03:00:00,2020-02-21 19:00:00,long,9710.0,9597.0,10659684.0,-12.926116007544751,1264.6427631324282
711,XBT/USD,2019-07-02 19:00:00,2019-07-04 23:00:00,long,10763.5,11143.0,4638970.0,14.678365528337824,1045.7569273623542
712,XBT/USD,2016-03-21 05:00:00,2016-03-21 22:00:00,short,408.06,411.15,32314.0,-0.5951478653687062,94.12451815274049
713,XBT/USD,2016-10-07 07:00:00,2016-10-08 17:00:00,long,611.82,614.61,65729.0,0.4876833587770769,120.24305670797186
714,XBT/USD,2018-05-15 18:00:00,2018-05-17 02:00:00,short,8518.0,8368.5,4083181.0,8.563564404374592,570.290872119527
715,XBT/USD,2019-03-23 15:00:00,2019-03-27 00:00:00,short,3975.0,3928.5,2822689.0,8.40527821603619,794.5705754564203
716,XBT/USD,2018-04-28 00:00:00,2018-04-28 02:00:00,short,9015.0,9138.5,3649491.0,-5.4708978679640206,541.6189236884563
717,XBT/USD,2018-12-10 16:00:00,2018-12-12 09:00:00,short,3442.0,3380.5,1727634.0,9.131351314976776,876.1294414980955
718,XBT/USD,2019-10-14 01:00:00,2019-10-14 15:00:00,short,8289.5,8383.5,7826057.0,-10.585640864578108,1047.9784840920909
719,XBT/USD,2016-09-17 15:00:00,2016-09-18 10:00:00,short,602.08,606.25,65260.0,-0.7455506820342223,122.41692554126652
720,XBT/USD,2017-09-08 14:00:00,2017-09-08 14:00:00,short,4327.4,4420.0,545859.0,-2.6426652372120363,261.6238655430673
721,XBT/USD,2017-10-23 15:00:00,2017-10-23 18:00:00,short,5800.0,5914.0,851511.0,-2.829995860203135,280.1694760594797
722,XBT/USD,2016-10-07 07:00:00,2016-10-08 17:00:00,long,611.82,614.61,65729.0,0.4876833587770769,120.24305670797186
723,XBT/USD,2019-03-22 17:00:00,2019-03-23 14:00:00,long,3992.5,3969.0,2863457.0,-4.246513453592279,786.1652972403841
724,XBT/USD,2020-04-10 03:00:00,2020-04-12 13:00:00,short,7175.0,6928.0,10382739.0,51.59161294670516,1666.9830024754824
725,XBT/USD,2016-04-15 00:00:00,2016-04-17 08:00:00,long,425.59,430.13,32866.0,0.8151012418771935,93.17465917319129
726,XBT/USD,2018-06-21 16:00:00,2018-06-23 21:00:00,short,6721.0,6221.5,3408946.0,40.72176688861457,615.2293553843211
727,XBT/USD,2019-04-05 18:00:00,2019-04-06 07:00:00,long,5027.0,4967.0,3833302.0,-9.211306658960092,900.9251044575084
728,XBT/USD,2017-02-28 02:00:00,2017-02-28 02:00:00,long,1207.61,1193.5,138023.0,-1.3512302291236618,132.1929371265532
729,XBT/USD,2016-02-12 06:00:00,2016-02-15 17:00:00,long,380.8,402.49,30292.0,4.286822147676928,94.11357196096205
730,XBT/USD,2016-05-19 07:00:00,2016-05-21 19:00:00,short,453.53,441.14,34970.0,2.1656311014420275,94.05372322072144
731,XBT/USD,2019-06-11 11:00:00,2019-06-11 15:00:00,short,7789.5,7877.5,5669557.0,-8.130809849102175,804.950224612897
732,XBT/USD,2019-02-21 12:00:00,2019-02-22 10:00:00,short,3891.0,3924.5,2996258.0,-6.573224259661638,864.1459497331357
733,XBT/USD,2017-12-27 22:00:00,2017-12-29 03:00:00,short,15284.0,14961.5,1946331.0,2.7449488297989943,385.4042851863025
734,XBT/USD,2018-01-05 05:00:00,2018-01-07 12:00:00,long,15055.5,16468.0,3728897.0,21.24382926439921,393.8569987968537
735,XBT/USD,2016-07-18 19:00:00,2016-07-21 16:00:00,short,670.23,666.58,75315.0,0.6153159921532264,129.39611506228442
736,XBT/USD,2016-06-29 20:00:00,2016-07-03 08:00:00,long,642.03,670.08,73809.0,4.8123832834445714,139.64394981722128
737,XBT/USD,2017-03-02 12:00:00,2017-03-04 14:00:00,long,1232.17,1266.41,145350.0,3.1893621082612627,134.0603715087011
738,XBT/USD,2018-05-02 20:00:00,2018-05-06 07:00:00,long,9180.0,9677.5,4235741.0,23.720105735683852,543.9369225337604
739,XBT/USD,2020-01-31 16:00:00,2020-01-31 21:00:00,short,9269.0,9375.0,10364700.0,-12.643241773654188,1251.6809950874276
740,XBT/USD,2018-07-25 16:00:00,2018-07-25 20:00:00,short,8166.5,8263.0,4464257.0,-6.384145589250809,632.0304834543133
741,XBT/USD,2017-10-17 12:00:00,2017-10-17 16:00:00,short,5562.5,5637.5,1213283.0,-2.9017954607738266,287.2777200151005
742,XBT/USD,2018-10-08 00:00:00,2018-10-09 11:00:00,long,6565.0,6590.5,3655521.0,2.1544497483135063,621.3140851073688
743,XBT/USD,2018-10-08 00:00:00,2018-10-09 11:00:00,long,6565.0,6590.5,3655521.0,2.1544497483135063,621.3140851073688
744,XBT/USD,2017-04-14 17:00:00,2017-04-15 21:00:00,long,1196.5,1183.0,175775.0,-1.6764608948542683,164.0777603298632
745,XBT/USD,2018-06-29 22:00:00,2018-07-01 15:00:00,long,6245.5,6318.0,2467918.0,4.534421605334893,583.4527713333907
746,XBT/USD,2016-04-18 06:00:00,2016-04-23 07:00:00,long,429.55,447.0,34038.0,3.0934152253919547,96.2544213829064
747,XBT/USD,2016-06-20 12:00:00,2016-06-23 23:00:00,short,750.41,618.21,75221.0,21.435613569558168,141.4062010499809
748,XBT/USD,2020-03-03 17:00:00,2020-03-04 01:00:00,short,8724.0,8822.0,9982747.0,-12.711401308948863,1258.428736616304
749,XBT/USD,2017-02-08 12:00:00,2017-02-08 14:00:00,short,1038.0,1050.5,119160.0,-1.365988670410184,135.23258526278332
750,XBT/USD,2017-05-07 23:00:00,2017-05-12 03:00:00,long,1590.0,1799.0,243562.0,17.79621033348366,196.0290468053297
751,XBT/USD,2017-09-09 18:00:00,2017-09-09 18:00:00,short,4205.2,4268.0,747702.0,-2.6162372181503155,259.007628324917
752,XBT/USD,2016-09-20 11:00:00,2016-09-20 18:00:00,long,607.33,605.43,65735.0,-0.33967344569784663,121.38156509115042
753,XBT/USD,2019-06-30 03:00:00,2019-06-30 04:00:00,long,12141.5,11908.5,6348952.0,-10.2312467670104,993.2592852381214
754,XBT/USD,2017-03-31 02:00:00,2017-04-04 16:00:00,long,1044.69,1128.7,140840.0,10.034391433477404,160.8918402855298
755,XBT/USD,2018-10-06 02:00:00,2018-10-06 16:00:00,long,6562.0,6548.5,3644592.0,-1.1449977365102637,620.9600949077781
756,XBT/USD,2020-05-01 12:00:00,2020-05-01 13:00:00,long,8890.0,8766.0,10959299.0,-17.43818311212129,1702.0569656456037
757,XBT/USD,2017-01-30 15:00:00,2017-02-05 13:00:00,long,919.16,1020.14,104253.0,11.227240719914343,136.5985739331935
758,XBT/USD,2016-09-17 15:00:00,2016-09-18 10:00:00,short,602.08,606.25,65260.0,-0.7455506820342223,122.41692554126652
759,XBT/USD,2019-06-20 15:00:00,2019-06-20 16:00:00,long,9395.5,9287.5,7214001.0,-8.928556064717787,873.6637881099396
760,XBT/USD,2016-08-27 02:00:00,2016-08-28 15:00:00,short,574.07,570.58,63034.0,0.6716126966408738,122.29635206472784
761,XBT/USD,2016-10-18 13:00:00,2016-10-18 20:00:00,long,637.21,632.82,67588.0,-0.7358195738574296,119.28109112737738
762,XBT/USD,2018-12-13 09:00:00,2018-12-16 02:00:00,short,3381.5,3218.5,2579056.0,38.626510095195584,897.2168285898199
763,XBT/USD,2016-05-15 17:00:00,2016-05-16 13:00:00,long,459.24000000000007,456.61,36999.0,-0.4640455452692707,91.46285355935551
764,XBT/USD,2016-08-08 20:00:00,2016-08-09 01:00:00,long,590.13,583.5,70091.0,-1.3495445668217407,132.08898785309907
765,XBT/USD,2016-04-15 00:00:00,2016-04-17 08:00:00,long,425.59,430.13,32866.0,0.8151012418771935,93.17465917319129
766,XBT/USD,2017-08-03 09:00:00,2017-08-06 11:00:00,long,2744.6,3164.8,618853.0,29.93768536260597,285.43698576370986
767,XBT/USD,2018-11-10 16:00:00,2018-11-11 11:00:00,long,6373.5,6341.0,3548966.0,-2.8539703464585737,617.4494757490841
768,XBT/USD,2019-03-01 14:00:00,2019-03-02 06:00:00,long,3816.5,3798.5,2738689.0,-3.4004612100029665,786.2982246733403
769,XBT/USD,2017-01-12 23:00:00,2017-01-13 02:00:00,long,789.3700000000001,772.0,50543.0,-1.440664707298236,139.45542115337008
770,XBT/USD,2018-02-21 06:00:00,2018-02-23 12:00:00,short,11055.0,10177.0,2185981.0,17.05934598493146,476.54673932454557
771,XBT/USD,2019-03-17 04:00:00,2019-03-17 21:00:00,short,3943.0,3974.0,2854944.0,-5.6481295297445016,802.3866990766319
772,XBT/USD,2016-10-31 02:00:00,2016-10-31 13:00:00,short,696.0,704.0,79279.0,-1.294393286311385,128.1449123960135
773,XBT/USD,2018-10-15 06:00:00,2018-10-15 06:00:00,long,6652.0,6548.5,2744826.0,-6.521704189623338,635.5014101090574
774,XBT/USD,2016-06-27 08:00:00,2016-06-27 10:00:00,long,645.62,632.0,42977.0,-1.4345614303040657,138.9961849258303
775,XBT/USD,2018-04-02 07:00:00,2018-04-02 13:00:00,long,7035.0,6908.0,2125998.0,-5.555845267005997,539.9989562247458
776,XBT/USD,2019-02-18 01:00:00,2019-02-21 11:00:00,long,3642.0,3895.0,2694315.0,48.053108471343066,870.7191739927972
777,XBT/USD,2016-08-21 20:00:00,2016-08-22 13:00:00,short,578.67,581.0,60593.0,-0.4199245602273854,121.72738437869923
778,XBT/USD,2020-03-23 14:00:00,2020-03-26 14:00:00,long,6236.5,6601.0,2991652.0,26.488535436512574,1603.311908486231
779,XBT/USD,2019-11-12 23:00:00,2019-11-13 03:00:00,long,8818.0,8719.5,9248743.0,-11.848333381910164,1159.7500089517075
780,XBT/USD,2016-05-23 09:00:00,2016-05-31 15:00:00,long,440.36,533.63,36930.0,14.657948256903405,107.21294816991795
781,XBT/USD,2019-06-30 03:00:00,2019-06-30 04:00:00,long,12141.5,11908.5,6348952.0,-10.2312467670104,993.2592852381214
782,XBT/USD,2016-12-27 08:00:00,2016-12-29 17:00:00,long,909.47,949.47,105687.0,4.895667754863702,138.67514477985875
783,XBT/USD,2020-04-22 08:00:00,2020-04-25 01:00:00,long,6955.5,7484.5,9267814.0,94.17634545991156,1645.8686176296662
784,XBT/USD,2015-11-16 05:00:00,2015-11-16 16:00:00,short,321.22000000000014,325.0,26783.0,-0.9697618215169829,96.006949507608
785,XBT/USD,2018-07-19 03:00:00,2018-07-19 08:00:00,short,7325.0,7408.0,4176379.0,-6.388065977929928,632.418494813478
786,XBT/USD,2019-07-12 13:00:00,2019-07-12 14:00:00,long,11677.5,11508.0,8556620.0,-10.792504011060196,1052.7924659928683
787,XBT/USD,2019-05-31 19:00:00,2019-06-03 06:00:00,long,8449.0,8520.5,5811546.0,5.772013399499387,840.2308898995552
788,XBT/USD,2019-04-11 06:00:00,2019-04-12 14:00:00,short,5214.5,5083.5,3791449.0,18.737041318882522,866.282361835542
789,XBT/USD,2019-07-13 09:00:00,2019-07-15 18:00:00,short,11525.0,10902.5,10823431.0,53.62129263472677,1085.1854180966695
790,XBT/USD,2019-08-21 03:00:00,2019-08-22 16:00:00,short,10290.0,10115.0,8253302.0,13.876646456902053,1082.8933732909243
791,XBT/USD,2016-04-09 23:00:00,2016-04-11 09:00:00,long,418.21,419.46,34427.0,0.2453150691902776,92.95759288025495
792,XBT/USD,2018-12-27 10:00:00,2018-12-27 12:00:00,short,3727.0,3769.0,3359414.0,-10.044476058803227,994.4032237602487
793,XBT/USD,2017-08-27 03:00:00,2017-08-27 23:00:00,long,4342.8,4292.0,1077142.0,-2.935669292602535,287.19715780495017
794,XBT/USD,2018-01-26 03:00:00,2018-01-26 05:00:00,long,11539.5,11325.0,2378005.0,-3.903146549040169,379.1562675150523
795,XBT/USD,2019-05-19 02:00:00,2019-05-20 11:00:00,long,7725.5,7867.0,3869837.0,9.00976296622891,868.1328728854995
796,XBT/USD,2019-11-17 12:00:00,2019-11-17 23:00:00,long,8565.5,8470.5,8956663.0,-11.727571056827571,1148.02243789488
797,XBT/USD,2015-12-27 22:00:00,2015-12-28 11:00:00,long,427.91,423.0,36667.0,-0.9946357558561759,97.3269028019567
798,XBT/USD,2018-05-14 06:00:00,2018-05-14 12:00:00,short,8392.0,8493.0,4128065.0,-5.8498038170165625,579.1305224082713
799,XBT/USD,2016-04-24 20:00:00,2016-04-24 21:00:00,long,464.31000000000006,459.0,38688.0,-0.9639401667496744,94.32794002102922
800,XBT/USD,2018-12-09 08:00:00,2018-12-10 11:00:00,long,3408.0,3489.0,2438708.0,16.612854686156492,866.9980901831187
801,XBT/USD,2016-06-27 08:00:00,2016-06-27 10:00:00,long,645.62,632.0,42977.0,-1.4345614303040657,138.9961849258303
802,XBT/USD,2017-07-30 09:00:00,2017-07-30 13:00:00,short,2625.5999999999995,2669.5,424769.0,-2.66047293614797,263.38691368323657
803,XBT/USD,2019-12-22 11:00:00,2019-12-23 21:00:00,long,7157.5,7316.0,7516341.0,22.75101034541305,1211.1678289958993
804,XBT/USD,2019-09-04 13:00:00,2019-09-04 15:00:00,short,10424.0,10539.5,9982510.0,-10.494634727007481,1038.968875631008
805,XBT/USD,2016-10-26 06:00:00,2016-10-30 21:00:00,long,659.29,700.58,73272.0,6.550111688508288,129.43930568232486
806,XBT/USD,2017-04-10 21:00:00,2017-04-11 13:00:00,short,1204.8,1218.5,175981.0,-1.6422749025781784,162.5848399616955
807,XBT/USD,2020-01-14 00:00:00,2020-01-16 07:00:00,long,8279.0,8670.0,8764454.0,47.742443555511294,1224.1476137652694
808,XBT/USD,2017-12-19 04:00:00,2017-12-19 08:00:00,long,19098.0,18783.5,4103734.0,-3.597786965648762,350.2561439468893
809,XBT/USD,2019-06-12 14:00:00,2019-06-18 07:00:00,long,8022.5,9130.0,5667286.0,85.69162162687972,882.5923441746573
810,XBT/USD,2016-02-06 01:00:00,2016-02-07 12:00:00,short,382.25,380.27,32185.0,0.4384086808445192,93.02507367125143
811,XBT/USD,2016-10-24 01:00:00,2016-10-25 05:00:00,short,649.21,652.24,72148.0,-0.5162669160179555,122.88919399381659
812,XBT/USD,2019-07-05 23:00:00,2019-07-05 23:00:00,short,10991.0,11206.0,5930828.0,-10.352994019915405,1024.9463636785867
813,XBT/USD,2017-01-26 01:00:00,2017-01-26 05:00:00,long,902.4400000000003,892.5,102251.0,-1.261907108484105,123.53858819610385
814,XBT/USD,2017-10-12 03:00:00,2017-10-15 09:00:00,long,4855.0,5528.6,1106927.0,27.77900306292313,293.1106218625431
815,XBT/USD,2020-04-29 02:00:00,2020-04-30 18:00:00,long,7797.5,8666.5,11018877.0,141.6961293155311,1754.6300064461466
816,XBT/USD,2017-08-17 09:00:00,2017-08-17 14:00:00,long,4466.0,4386.5,773481.0,-3.138917680345736,305.16502804659785
817,XBT/USD,2019-12-22 11:00:00,2019-12-23 21:00:00,long,7157.5,7316.0,7516341.0,22.75101034541305,1211.1678289958993
818,XBT/USD,2019-01-08 15:00:00,2019-01-08 15:00:00,long,4031.5,3987.0,3256587.0,-9.01591473914926,882.6236719712723
819,XBT/USD,2016-05-31 21:00:00,2016-06-01 11:00:00,short,532.79,541.5,35513.0,-1.0721387441156556,106.14080942580229
820,XBT/USD,2017-03-22 08:00:00,2017-03-22 08:00:00,short,1047.9,1065.0,95577.0,-1.4644685749769102,144.9816747615675
821,XBT/USD,2017-02-28 02:00:00,2017-02-28 02:00:00,long,1207.61,1193.5,138023.0,-1.3512302291236618,132.1929371265532
822,XBT/USD,2019-07-22 20:00:00,2019-07-25 01:00:00,short,10320.0,10103.5,6804396.0,14.128496169298884,1073.3734915816913
823,XBT/USD,2019-08-21 03:00:00,2019-08-22 16:00:00,short,10290.0,10115.0,8253302.0,13.876646456902053,1082.8933732909243
824,XBT/USD,2019-10-31 14:00:00,2019-10-31 19:00:00,long,9274.0,9169.0,9762237.0,-12.054510558486307,1179.7485031214285
825,XBT/USD,2016-02-16 18:00:00,2016-02-19 07:00:00,long,405.88,417.05,31139.0,2.054811829941133,94.29552422748282
826,XBT/USD,2016-04-27 09:00:00,2016-04-28 20:00:00,short,464.99000000000007,448.78,36699.0,2.8507565966199286,95.27864150214486
827,XBT/USD,2017-03-29 14:00:00,2017-03-29 16:00:00,long,1052.72,1039.5,129047.0,-1.5589852289829604,152.38126318104122
828,XBT/USD,2016-08-20 08:00:00,2016-08-21 19:00:00,long,578.02,578.9,62508.0,0.16438866191181262,122.14730893892664
829,XBT/USD,2018-07-14 16:00:00,2018-07-19 02:00:00,long,6269.5,7330.0,3155601.0,72.82087223197864,638.8065607914081
830,XBT/USD,2016-10-10 04:00:00,2016-10-12 20:00:00,long,616.31,632.6,66867.0,2.7938592364653028,122.67727457250824
831,XBT/USD,2019-02-24 14:00:00,2019-02-25 18:00:00,short,3783.0,3852.0,1649275.0,-7.809433784359097,856.3365159487765
832,XBT/USD,2018-12-26 15:00:00,2018-12-26 18:00:00,short,3736.5,3782.0,3183325.0,-10.249575184926243,1014.7078833789096
833,XBT/USD,2016-12-03 07:00:00,2016-12-03 12:00:00,short,757.15,765.5,90932.0,-1.3100144828748423,129.69153322961057
834,XBT/USD,2020-03-05 01:00:00,2020-03-07 17:00:00,long,8884.0,8937.5,9496011.0,6.398385260844481,1239.6394401781536
835,XBT/USD,2018-06-20 01:00:00,2018-06-20 12:00:00,short,6610.0,6683.0,3547532.0,-5.862410981144564,580.3787664315372
836,XBT/USD,2020-03-12 06:00:00,2020-03-14 02:00:00,short,7498.0,5567.5,6410922.0,296.47265125512286,1621.2110703168128
837,XBT/USD,2018-07-25 16:00:00,2018-07-25 20:00:00,short,8166.5,8263.0,4464257.0,-6.384145589250809,632.0304834543133
838,XBT/USD,2016-02-24 06:00:00,2016-02-24 11:00:00,short,416.46,421.5,32815.0,-0.94217607378099,93.27658536147119
839,XBT/USD,2019-04-22 15:00:00,2019-04-24 10:00:00,long,5308.0,5420.5,3895446.0,15.231386826101255,824.050158140516
840,XBT/USD,2017-06-14 14:00:00,2017-06-16 06:00:00,short,2627.7,2455.0,255879.0,6.850144058982442,211.11085328377246
841,XBT/USD,2017-11-19 01:00:00,2017-11-19 06:00:00,long,7830.5,7740.0,2117719.0,-3.162179054703396,309.4011513538043
842,XBT/USD,2019-08-31 00:00:00,2019-08-31 19:00:00,long,9589.0,9480.0,8473636.0,-10.160489845740095,994.3388120393103
843,XBT/USD,2019-09-07 17:00:00,2019-09-08 10:00:00,long,10514.5,10394.5,9381428.0,-10.30049194769692,1007.9929034731047
844,XBT/USD,2016-05-04 12:00:00,2016-05-05 00:00:00,short,444.92,450.0,36914.0,-0.936613423636698,92.72430138003232
845,XBT/USD,2018-06-21 16:00:00,2018-06-23 21:00:00,short,6721.0,6221.5,3408946.0,40.72176688861457,615.2293553843211
846,XBT/USD,2017-12-06 00:00:00,2017-12-08 12:00:00,long,11876.5,15024.5,3118130.0,55.009847406829635,374.4468131359136
847,XBT/USD,2017-07-17 10:00:00,2017-07-19 19:00:00,long,2020.0,2230.0,229445.0,10.696499134218355,258.1131237266759
848,XBT/USD,2016-02-04 07:00:00,2016-02-06 00:00:00,long,373.53,380.0,28122.0,1.28186237419104,92.58666499040692
849,XBT/USD,2017-07-05 18:00:00,2017-07-06 08:00:00,long,2597.6,2567.5,473053.0,-2.134978808991235,208.88877168002486
850,XBT/USD,2019-07-30 19:00:00,2019-08-04 05:00:00,long,9610.0,10632.5,8445471.0,84.51395242092687,1099.5934964084463
851,XBT/USD,2017-06-23 17:00:00,2017-06-23 20:00:00,long,2731.0,2700.0,487562.0,-2.0497744687199138,200.60105410201328
852,XBT/USD,2016-04-07 04:00:00,2016-04-07 19:00:00,short,419.0,421.54,33441.0,-0.480905958751316,93.6358679629573
853,XBT/USD,2019-01-10 06:00:00,2019-01-14 15:00:00,short,3808.0,3662.5,2431578.0,25.367439054119977,893.7420092125486
854,XBT/USD,2017-09-05 17:00:00,2017-09-07 07:00:00,long,4414.9,4488.4,567218.0,2.1038991521466386,272.4525169365948
855,XBT/USD,2017-03-30 11:00:00,2017-03-30 23:00:00,short,1030.9,1043.0,135409.0,-1.5238143289887935,150.8574488520524
856,XBT/USD,2015-12-26 04:00:00,2015-12-27 19:00:00,short,446.2,424.5,35814.0,4.103035764912336,98.32153855781289
857,XBT/USD,2017-03-04 16:00:00,2017-03-04 17:00:00,short,1252.96,1267.5,146427.0,-1.3406036470135831,132.7197678616875
858,XBT/USD,2019-07-30 19:00:00,2019-08-04 05:00:00,long,9610.0,10632.5,8445471.0,84.51395242092687,1099.5934964084463
859,XBT/USD,2017-05-07 23:00:00,2017-05-12 03:00:00,long,1590.0,1799.0,243562.0,17.79621033348366,196.0290468053297
860,XBT/USD,2018-10-01 14:00:00,2018-10-01 20:00:00,short,6538.5,6611.5,3721207.0,-6.283889782120026,622.1050926442882
861,XBT/USD,2017-05-07 23:00:00,2017-05-12 03:00:00,long,1590.0,1799.0,243562.0,17.79621033348366,196.0290468053297
862,XBT/USD,2016-11-02 10:00:00,2016-11-02 20:00:00,short,723.11,731.5,80991.0,-1.2846358101582391,127.17867984815642
863,XBT/USD,2017-09-05 17:00:00,2017-09-07 07:00:00,long,4414.9,4488.4,567218.0,2.1038991521466386,272.4525169365948
864,XBT/USD,2018-08-23 18:00:00,2018-08-23 18:00:00,long,6444.0,6370.5,3325218.0,-5.953582965125131,582.6140641688262
865,XBT/USD,2019-10-22 20:00:00,2019-10-25 10:00:00,short,8118.5,7598.5,7436256.0,62.68361191552436,1061.450727077531
866,XBT/USD,2018-04-28 00:00:00,2018-04-28 02:00:00,short,9015.0,9138.5,3649491.0,-5.4708978679640206,541.6189236884563
867,XBT/USD,2018-08-07 22:00:00,2018-08-09 16:00:00,short,6742.5,6451.5,3221085.0,21.548325026722434,643.9275962215261
868,XBT/USD,2018-06-09 14:00:00,2018-06-12 00:00:00,short,7606.5,6840.0,3768214.0,55.51454013822436,602.9822636205553
869,XBT/USD,2017-04-19 07:00:00,2017-04-19 18:00:00,short,1201.4,1215.0,174345.0,-1.6243682781610669,160.81261384524757
870,XBT/USD,2016-07-04 13:00:00,2016-07-04 15:00:00,long,679.39,671.5,81693.0,-1.4128520331688588,138.23109778405242
871,XBT/USD,2019-04-14 03:00:00,2019-04-14 17:00:00,short,5053.5,5088.5,3914300.0,-5.327704187187892,858.5917506696575
872,XBT/USD,2019-12-22 11:00:00,2019-12-23 21:00:00,long,7157.5,7316.0,7516341.0,22.75101034541305,1211.1678289958993
873,XBT/USD,2017-08-07 13:00:00,2017-08-07 13:00:00,long,3399.7,3352.0,684628.0,-2.8656848705518807,279.681856091957
874,XBT/USD,2017-10-05 05:00:00,2017-10-05 08:00:00,short,4144.9,4193.0,952657.0,-2.6365907233228763,261.02234780015664
875,XBT/USD,2018-05-28 03:00:00,2018-05-28 04:00:00,long,7379.5,7293.5,3744912.0,-5.983801023898339,585.4229051400703
876,XBT/USD,2017-10-18 23:00:00,2017-10-20 11:00:00,long,5590.8,5642.0,904275.0,1.4677883859280911,288.74550840102864
877,XBT/USD,2018-05-14 06:00:00,2018-05-14 12:00:00,short,8392.0,8493.0,4128065.0,-5.8498038170165625,579.1305224082713
878,XBT/USD,2016-08-22 14:00:00,2016-08-23 10:00:00,long,582.28,580.36,60873.0,-0.3458570150390314,121.3815273636602
879,XBT/USD,2016-09-23 03:00:00,2016-09-23 10:00:00,short,593.2,596.96,64145.0,-0.681089649458804,121.87086689029707
880,XBT/USD,2017-09-21 08:00:00,2017-09-23 05:00:00,short,3854.9,3695.2,730804.0,8.193222824330629,268.17491208428675
881,XBT/USD,2016-06-15 17:00:00,2016-06-17 09:00:00,long,693.34,731.0,73252.0,5.442972866290049,124.90791270596048
882,XBT/USD,2018-12-24 20:00:00,2018-12-26 03:00:00,short,4026.0,3831.0,2707045.0,34.2250557359933,1045.895564515348
883,XBT/USD,2017-09-08 14:00:00,2017-09-08 14:00:00,short,4327.4,4420.0,545859.0,-2.6426652372120363,261.6238655430673
884,XBT/USD,2017-07-23 12:00:00,2017-07-23 13:00:00,short,2729.3,2783.5,373392.0,-2.66392377929435,263.72820858058554
885,XBT/USD,2018-11-06 10:00:00,2018-11-08 02:00:00,long,6417.5,6466.5,3528123.0,4.165859687808148,612.3993330840174
886,XBT/USD,2019-12-08 01:00:00,2019-12-08 10:00:00,short,7448.0,7532.0,8210374.0,-12.293972783791714,1217.1032518167392
887,XBT/USD,2016-05-12 22:00:00,2016-05-14 13:00:00,long,453.98,455.02,34508.0,0.1737344413234269,91.92689910462481
888,XBT/USD,2016-09-24 20:00:00,2016-09-26 08:00:00,short,600.06,605.15,64118.0,-0.8987523401946707,121.26860893971224
889,XBT/USD,2015-12-18 05:00:00,2015-12-18 07:00:00,long,463.93,458.5,37630.0,-0.960599266881647,93.97547706187616
890,XBT/USD,2017-08-10 18:00:00,2017-08-15 11:00:00,long,3407.4,4121.4,797527.0,40.548586617329725,314.62522022318706
891,XBT/USD,2016-06-15 17:00:00,2016-06-17 09:00:00,long,693.34,731.0,73252.0,5.442972866290049,124.90791270596048
892,XBT/USD,2018-06-24 20:00:00,2018-06-25 11:00:00,long,6192.5,6090.5,2266673.0,-6.130135587442198,596.7861298909568
893,XBT/USD,2017-06-05 03:00:00,2017-06-07 16:00:00,long,2586.4,2815.6,460895.0,14.506076447745686,217.0681958435572
