,Pair,Opened,Closed,Type,Entry Price,Exit Price,Amount,Profit,Balance
490,XBT/USD,2018-10-18 04:00:00,2018-10-18 16:00:00,long,6457.5,6386.0,3694101.0,-6.4050345685775545,627.0065907143933
491,XBT/USD,2020-02-24 06:00:00,2020-02-27 16:00:00,short,9738.5,8931.0,10763249.0,99.92951061019372,1356.5700293490277
492,XBT/USD,2018-10-27 15:00:00,2018-10-29 05:00:00,short,6400.0,6410.5,3608774.0,-0.9235854993760472,613.4477321183837
493,XBT/USD,2016-01-18 05:00:00,2016-01-18 08:00:00,short,378.31,382.5,34136.0,-0.9884333541863156,97.85386388765993
494,XBT/USD,2017-05-16 15:00:00,2017-05-16 20:00:00,long,1755.0,1735.5,300432.0,-1.9234418515317449,188.28334488047489
495,XBT/USD,2017-04-19 19:00:00,2017-04-19 21:00:00,long,1212.7,1199.0,172626.0,-1.6265005478232688,159.18611329742433
496,XBT/USD,2017-03-22 09:00:00,2017-03-23 13:00:00,short,1065.19,1047.4,96576.0,1.5399460694467206,146.5216208310142
497,XBT/USD,2017-10-11 19:00:00,2017-10-11 20:00:00,long,4849.0,4794.0,1145898.0,-2.711180530623051,265.33161879962
498,XBT/USD,2018-01-05 05:00:00,2018-01-07 12:00:00,long,15055.5,16468.0,3728897.0,21.24382926439921,393.8569987968537
499,XBT/USD,2020-03-02 04:00:00,2020-03-03 16:00:00,long,8644.5,8701.5,9261229.0,7.017937166389818,1271.1401379252527
500,XBT/USD,2017-05-31 16:00:00,2017-06-04 19:00:00,long,2301.1,2488.0,262146.0,8.557889376547301,204.60820134399088
501,XBT/USD,2020-01-14 00:00:00,2020-01-16 07:00:00,long,8279.0,8670.0,8764454.0,47.742443555511294,1224.1476137652694
502,XBT/USD,2020-04-06 03:00:00,2020-04-07 21:00:00,long,6850.0,7172.5,9780793.0,64.20112793948924,1648.3883502645492
503,XBT/USD,2019-10-02 23:00:00,2019-10-03 05:00:00,long,8377.5,8284.0,8555720.0,-11.526929773408055,1128.301013094863
504,XBT/USD,2016-01-29 18:00:00,2016-01-29 21:00:00,long,380.0,375.5,30626.0,-0.9658490433807628,94.47558713520432
505,XBT/USD,2018-12-06 16:00:00,2018-12-08 04:00:00,short,3603.0,3438.0,1381336.0,18.399801600275847,876.6081200751828
506,XBT/USD,2016-12-24 13:00:00,2016-12-24 14:00:00,short,887.24,897.0,113562.0,-1.3926734426809966,137.87447448977468
507,XBT/USD,2016-05-05 11:00:00,2016-05-05 21:00:00,short,445.62,449.0,34638.0,-0.5851382558611372,92.1391631241712
508,XBT/USD,2019-08-06 22:00:00,2019-08-06 23:00:00,short,11313.5,11496.5,7886559.0,-11.096244600210214,1098.5282796709696
509,XBT/USD,2018-10-06 02:00:00,2018-10-06 16:00:00,long,6562.0,6548.5,3644592.0,-1.1449977365102637,620.9600949077781
510,XBT/USD,2016-02-24 06:00:00,2016-02-24 11:00:00,short,416.46,421.5,32815.0,-0.94217607378099,93.27658536147119
511,XBT/USD,2019-09-20 21:00:00,2019-09-22 22:00:00,short,10129.0,10041.0,9141639.0,7.909758085442307,999.3041018087367
512,XBT/USD,2018-09-12 19:00:00,2018-09-16 03:00:00,long,6298.5,6488.5,3301851.0,15.350751085195364,618.7729171169321
513,XBT/USD,2016-06-02 04:00:00,2016-06-02 06:00:00,long,546.22,540.0,50398.0,-1.0627774455279917,104.00478112436414
514,XBT/USD,2016-11-10 03:00:00,2016-11-11 14:00:00,short,720.1,718.4,79444.0,0.26106634533869416,127.47053792293434
515,XBT/USD,2017-07-19 20:00:00,2017-07-20 00:00:00,short,2250.2,2295.0,297534.0,-2.581135504004592,255.5319882226713
516,XBT/USD,2018-02-18 09:00:00,2018-02-18 09:00:00,short,10197.0,10458.0,1934856.0,-4.735524622762906,468.81684771706483
517,XBT/USD,2017-08-27 03:00:00,2017-08-27 23:00:00,long,4342.8,4292.0,1077142.0,-2.935669292602535,287.19715780495017
518,XBT/USD,2016-04-15 00:00:00,2016-04-17 08:00:00,long,425.59,430.13,32866.0,0.8151012418771935,93.17465917319129
519,XBT/USD,2019-06-10 13:00:00,2019-06-11 09:00:00,long,7955.0,7844.5,4704121.0,-8.329814132726513,813.0810344619993
520,XBT/USD,2017-09-05 17:00:00,2017-09-07 07:00:00,long,4414.9,4488.4,567218.0,2.1038991521466386,272.4525169365948
521,XBT/USD,2018-06-02 05:00:00,2018-06-04 06:00:00,long,7512.0,7585.0,3799999.0,4.8685000417701945,567.1565378352641
522,XBT/USD,2018-08-31 18:00:00,2018-09-03 09:00:00,long,7045.5,7221.0,3707863.0,12.790621155969465,599.1578387100568
523,XBT/USD,2019-10-25 11:00:00,2019-10-28 11:00:00,long,7586.0,9434.0,6941332.0,179.2404698053236,1240.6911968828545
524,XBT/USD,2016-03-01 09:00:00,2016-03-06 11:00:00,short,434.08,404.54,35051.0,5.896301157133744,96.39182810605452
525,XBT/USD,2018-08-04 12:00:00,2018-08-06 01:00:00,short,7247.5,7120.0,4106381.0,10.146148371581084,628.7393693314405
526,XBT/USD,2020-03-12 06:00:00,2020-03-14 02:00:00,short,7498.0,5567.5,6410922.0,296.47265125512286,1621.2110703168128
527,XBT/USD,2016-12-06 11:00:00,2016-12-11 01:00:00,long,757.92,766.49,87585.0,1.2920540914192975,129.67154084314691
528,XBT/USD,2017-07-23 12:00:00,2017-07-23 13:00:00,short,2729.3,2783.5,373392.0,-2.66392377929435,263.72820858058554
529,XBT/USD,2020-03-02 04:00:00,2020-03-03 16:00:00,long,8644.5,8701.5,9261229.0,7.017937166389818,1271.1401379252527
530,XBT/USD,2018-08-11 05:00:00,2018-08-11 16:00:00,short,6096.0,6200.0,2316731.0,-6.374884218101765,631.1134354460881
531,XBT/USD,2016-11-20 00:00:00,2016-11-20 12:00:00,long,751.76,743.0,84327.0,-1.3225214627789172,129.38868027805069
532,XBT/USD,2017-06-24 03:00:00,2017-06-27 23:00:00,short,2689.1999999999994,2541.6,461591.0,9.968122937663964,210.56917703967724
533,XBT/USD,2016-02-24 06:00:00,2016-02-24 11:00:00,short,416.46,421.5,32815.0,-0.94217607378099,93.27658536147119
534,XBT/USD,2016-06-24 00:00:00,2016-06-25 18:00:00,long,622.63,648.03,30236.0,1.9034124222501263,143.309613472231
535,XBT/USD,2020-01-06 13:00:00,2020-01-08 19:00:00,long,7522.0,7962.5,7782855.0,57.240323246472975,1212.691429196991
536,XBT/USD,2017-03-07 06:00:00,2017-03-09 15:00:00,short,1270.25,1191.89,150428.0,7.785701142535466,139.16328750989604
537,XBT/USD,2017-08-29 13:00:00,2017-08-29 13:00:00,long,4643.5,4573.5,884653.0,-2.91592843727369,284.28122936767653
538,XBT/USD,2016-08-18 11:00:00,2016-08-19 02:00:00,long,574.66,571.51,61057.0,-0.585613679657721,122.55198752480987
539,XBT/USD,2018-01-02 15:00:00,2018-01-04 09:00:00,long,13749.5,14520.5,2674274.0,10.327419146697864,380.24393035590964
540,XBT/USD,2018-06-20 01:00:00,2018-06-20 12:00:00,short,6610.0,6683.0,3547532.0,-5.862410981144564,580.3787664315372
541,XBT/USD,2020-01-06 13:00:00,2020-01-08 19:00:00,long,7522.0,7962.5,7782855.0,57.240323246472975,1212.691429196991
542,XBT/USD,2019-05-28 13:00:00,2019-05-28 16:00:00,short,8680.0,8778.5,6653537.0,-8.600996445022124,851.4986986262131
543,XBT/USD,2017-09-08 08:00:00,2017-09-08 09:00:00,long,4682.4,4627.0,1067340.0,-2.7292576709455054,266.967444664788
544,XBT/USD,2016-05-05 22:00:00,2016-05-08 10:00:00,long,448.84,457.63,34761.0,1.4875620698664405,93.62672519403765
545,XBT/USD,2016-01-18 16:00:00,2016-01-18 20:00:00,long,386.74,382.0,30877.0,-0.9906744983642344,96.86318938929571
546,XBT/USD,2019-08-15 21:00:00,2019-08-16 03:00:00,long,10333.5,10176.0,7465705.0,-11.182189330748773,1089.993224397867
547,XBT/USD,2016-04-28 21:00:00,2016-04-30 16:00:00,long,449.39,450.7,35699.0,0.2308959866919636,95.50953748883684
548,XBT/USD,2017-05-16 15:00:00,2017-05-16 20:00:00,long,1755.0,1735.5,300432.0,-1.9234418515317449,188.28334488047489
549,XBT/USD,2018-06-07 02:00:00,2018-06-08 03:00:00,long,7715.0,7642.5,3696321.0,-4.5450253352218155,551.2579335603126
550,XBT/USD,2017-08-10 18:00:00,2017-08-15 11:00:00,long,3407.4,4121.4,797527.0,40.548586617329725,314.62522022318706
551,XBT/USD,2017-09-30 02:00:00,2017-10-01 14:00:00,long,4215.9,4273.6,1007374.0,3.2261338289593637,269.0432393749357
552,XBT/USD,2019-02-27 22:00:00,2019-02-28 00:00:00,short,3771.5,3814.5,2737831.0,-8.18320368038201,810.137046363407
553,XBT/USD,2017-12-06 00:00:00,2017-12-08 12:00:00,long,11876.5,15024.5,3118130.0,55.009847406829635,374.4468131359136
554,XBT/USD,2019-10-28 18:00:00,2019-10-28 20:00:00,short,9376.0,9492.0,9423587.0,-12.282843132495953,1216.001442409696
555,XBT/USD,2017-10-24 02:00:00,2017-10-24 05:00:00,short,5613.8,5757.0,632311.0,-2.8016932862528776,277.3677827732268
556,XBT/USD,2016-02-06 01:00:00,2016-02-07 12:00:00,short,382.25,380.27,32185.0,0.4384086808445192,93.02507367125143
557,XBT/USD,2016-12-03 07:00:00,2016-12-03 12:00:00,short,757.15,765.5,90932.0,-1.3100144828748423,129.69153322961057
558,XBT/USD,2019-01-10 06:00:00,2019-01-14 15:00:00,short,3808.0,3662.5,2431578.0,25.367439054119977,893.7420092125486
559,XBT/USD,2020-01-10 15:00:00,2020-01-10 15:00:00,long,8065.0,7974.5,8715865.0,-12.26453932106982,1200.4268898759212
560,XBT/USD,2019-06-23 21:00:00,2019-06-23 23:00:00,long,10893.0,10669.0,5097839.0,-9.82568676431686,952.537866228922
561,XBT/USD,2019-09-30 04:00:00,2019-09-30 08:00:00,short,7822.0,7922.0,7206453.0,-11.629710632386102,1151.3413558567047
562,XBT/USD,2019-10-22 20:00:00,2019-10-25 10:00:00,short,8118.5,7598.5,7436256.0,62.68361191552436,1061.450727077531
563,XBT/USD,2017-05-21 19:00:00,2017-05-21 23:00:00,short,2018.7,2048.0,292680.0,-2.0742396483504186,205.3499716372491
564,XBT/USD,2018-08-07 22:00:00,2018-08-09 16:00:00,short,6742.5,6451.5,3221085.0,21.548325026722434,643.9275962215261
565,XBT/USD,2016-06-20 12:00:00,2016-06-23 23:00:00,short,750.41,618.21,75221.0,21.435613569558168,141.4062010499809
566,XBT/USD,2018-05-20 10:00:00,2018-05-21 16:00:00,long,8336.0,8412.5,4086241.0,4.457615747804686,568.9782784382288
567,XBT/USD,2017-10-24 02:00:00,2017-10-24 05:00:00,short,5613.8,5757.0,632311.0,-2.8016932862528776,277.3677827732268
568,XBT/USD,2019-08-31 20:00:00,2019-08-31 20:00:00,short,9493.5,9598.5,8629285.0,-9.94338803448256,984.395424004828
569,XBT/USD,2018-01-25 04:00:00,2018-01-25 08:00:00,long,11440.5,11177.5,1945509.0,-4.001283366368711,386.9287008932524
570,XBT/USD,2020-04-26 10:00:00,2020-04-26 14:00:00,long,7651.5,7567.0,11289295.0,-16.476054281894548,1612.9338771306154
571,XBT/USD,2018-03-06 02:00:00,2018-03-10 00:00:00,short,11263.5,9300.0,4534395.0,84.99511059846466,547.8256696364864
572,XBT/USD,2017-07-30 18:00:00,2017-07-30 19:00:00,long,2742.9,2707.5,559772.0,-2.668308215348021,260.71860546788855
573,XBT/USD,2020-03-12 06:00:00,2020-03-14 02:00:00,short,7498.0,5567.5,6410922.0,296.47265125512286,1621.2110703168128
574,XBT/USD,2016-09-29 13:00:00,2016-10-02 05:00:00,long,604.48,609.95,63188.0,0.9374449285106256,121.64251018822122
575,XBT/USD,2018-04-18 10:00:00,2018-04-18 13:00:00,long,8095.0,8000.0,3746596.0,-5.49608739962944,537.6627004541938
576,XBT/USD,2018-08-11 05:00:00,2018-08-11 16:00:00,short,6096.0,6200.0,2316731.0,-6.374884218101765,631.1134354460881
577,XBT/USD,2015-11-25 12:00:00,2015-11-28 10:00:00,long,327.53,355.77,24002.0,5.816901567359498,95.98316350210028
578,XBT/USD,2020-03-12 06:00:00,2020-03-14 02:00:00,short,7498.0,5567.5,6410922.0,296.47265125512286,1621.2110703168128
579,XBT/USD,2020-01-16 08:00:00,2020-01-16 11:00:00,short,8664.0,8764.0,9295111.0,-12.241475504382244,1211.9061382608875
580,XBT/USD,2020-05-12 11:00:00,2020-05-12 12:00:00,long,8807.0,8682.5,11763641.0,-19.15306689235076,1869.077993280962
581,XBT/USD,2015-11-24 02:00:00,2015-11-24 11:00:00,short,319.5,323.5,23772.0,-0.9199846166126104,91.07702140867272
582,XBT/USD,2016-09-13 00:00:00,2016-09-15 06:00:00,long,605.89,606.15,66192.0,0.04686028842433897,124.2792641064794
583,XBT/USD,2019-10-09 03:00:00,2019-10-09 09:00:00,short,8126.5,8218.0,7964498.0,-10.912137380721589,1080.3016537696446
584,XBT/USD,2017-09-17 17:00:00,2017-09-17 20:00:00,long,3781.5,3708.0,513309.0,-2.6906820892207497,261.14756662467653
585,XBT/USD,2017-04-30 20:00:00,2017-05-05 18:00:00,long,1361.2,1541.0,198905.0,17.04946707899641,185.589200633471
586,XBT/USD,2016-12-24 15:00:00,2016-12-24 16:00:00,short,890.0,900.0,110437.0,-1.3787390761548175,136.49573541361985
587,XBT/USD,2019-02-24 14:00:00,2019-02-25 18:00:00,short,3783.0,3852.0,1649275.0,-7.809433784359097,856.3365159487765
588,XBT/USD,2018-01-26 03:00:00,2018-01-26 05:00:00,long,11539.5,11325.0,2378005.0,-3.903146549040169,379.1562675150523
589,XBT/USD,2016-05-15 17:00:00,2016-05-16 13:00:00,long,459.24000000000007,456.61,36999.0,-0.4640455452692707,91.46285355935551
590,XBT/USD,2017-05-21 19:00:00,2017-05-21 23:00:00,short,2018.7,2048.0,292680.0,-2.0742396483504186,205.3499716372491
591,XBT/USD,2018-07-10 01:00:00,2018-07-13 07:00:00,short,6657.0,6240.5,3076053.0,30.839751880271287,565.9856885594293
592,XBT/USD,2015-11-24 02:00:00,2015-11-24 11:00:00,short,319.5,323.5,23772.0,-0.9199846166126104,91.07702140867272
593,XBT/USD,2016-02-07 13:00:00,2016-02-07 17:00:00,long,379.94,375.5,30245.0,-0.9412643260583531,92.08380934519307
594,XBT/USD,2018-03-14 03:00:00,2018-03-14 03:00:00,long,9262.5,9092.0,2674053.0,-5.413856573648416,526.0062650840242
595,XBT/USD,2016-07-31 06:00:00,2016-08-03 18:00:00,short,634.47,562.42,71309.0,14.398143024527949,137.56519856066026
596,XBT/USD,2020-01-06 13:00:00,2020-01-08 19:00:00,long,7522.0,7962.5,7782855.0,57.240323246472975,1212.691429196991
597,XBT/USD,2016-01-01 21:00:00,2016-01-02 00:00:00,long,435.37,430.5,36379.0,-0.9452529957231036,92.5234422160451
598,XBT/USD,2017-02-28 02:00:00,2017-02-28 02:00:00,long,1207.61,1193.5,138023.0,-1.3512302291236618,132.1929371265532
599,XBT/USD,2016-08-23 11:00:00,2016-08-25 22:00:00,short,579.61,576.24,64519.0,0.6509959052423465,122.03252326890257
600,XBT/USD,2017-03-04 16:00:00,2017-03-04 17:00:00,short,1252.96,1267.5,146427.0,-1.3406036470135831,132.7197678616875
601,XBT/USD,2016-01-18 05:00:00,2016-01-18 08:00:00,short,378.31,382.5,34136.0,-0.9884333541863156,97.85386388765993
602,XBT/USD,2019-03-05 11:00:00,2019-03-09 03:00:00,long,3723.0,3854.0,2672914.0,24.403467219646622,824.6926936109222
603,XBT/USD,2017-08-10 18:00:00,2017-08-15 11:00:00,long,3407.4,4121.4,797527.0,40.548586617329725,314.62522022318706
604,XBT/USD,2019-04-25 22:00:00,2019-04-26 01:00:00,short,5114.0,5203.0,2419248.0,-8.091999509022456,801.1078324944448
605,XBT/USD,2017-04-20 05:00:00,2017-04-22 10:00:00,long,1215.5,1238.0,174213.0,2.6048784912702034,161.7909917886945
606,XBT/USD,2016-10-06 05:00:00,2016-10-07 06:00:00,short,608.47,611.8,64103.0,-0.5734214638205148,119.75537334919477
607,XBT/USD,2016-09-05 10:00:00,2016-09-05 20:00:00,short,601.0,608.0,65931.0,-1.2630183247219633,125.0391210945847
608,XBT/USD,2017-05-06 12:00:00,2017-05-06 14:00:00,long,1568.3,1549.5,240374.0,-1.8596217487990008,181.87368145722243
609,XBT/USD,2016-10-04 06:00:00,2016-10-05 07:00:00,short,607.81,608.7,67561.0,-0.16252303841276294,120.85028258477196
610,XBT/USD,2019-04-18 01:00:00,2019-04-19 00:00:00,long,5270.0,5211.0,3960719.0,-8.509310184229278,832.8950972141342
611,XBT/USD,2018-02-06 18:00:00,2018-02-09 01:00:00,long,7164.5,7950.0,585715.0,8.077547490224122,466.79023534039385
612,XBT/USD,2016-07-18 19:00:00,2016-07-21 16:00:00,short,670.23,666.58,75315.0,0.6153159921532264,129.39611506228442
613,XBT/USD,2018-08-11 05:00:00,2018-08-11 16:00:00,short,6096.0,6200.0,2316731.0,-6.374884218101765,631.1134354460881
614,XBT/USD,2019-10-29 19:00:00,2019-10-29 19:00:00,short,9236.5,9366.0,8041945.0,-12.038414121462132,1191.8030136799148
615,XBT/USD,2019-04-20 10:00:00,2019-04-21 08:00:00,long,5309.0,5250.0,3939118.0,-8.338327978544951,816.2278182013597
616,XBT/USD,2018-04-30 01:00:00,2018-04-30 02:00:00,long,9410.0,9303.5,4458191.0,-5.42340819707963,530.7793259864269
617,XBT/USD,2019-05-14 21:00:00,2019-05-14 22:00:00,short,7792.0,7999.0,2721159.0,-9.037319234334467,894.6945063303084
618,XBT/USD,2019-08-11 21:00:00,2019-08-12 04:00:00,long,11503.0,11371.0,10362765.0,-10.457787227648577,1023.3203407405248
619,XBT/USD,2016-06-25 19:00:00,2016-06-25 20:00:00,short,649.46,663.5,43985.0,-1.4331061796141524,141.87650729261685
620,XBT/USD,2016-08-28 16:00:00,2016-08-29 22:00:00,long,570.18,572.34,59520.0,0.3939586085543661,122.6903106732822
621,XBT/USD,2019-09-22 23:00:00,2019-09-23 05:00:00,long,10026.0,9914.0,8968815.0,-10.105934374942304,989.1981674337944
622,XBT/USD,2016-03-01 09:00:00,2016-03-06 11:00:00,short,434.08,404.54,35051.0,5.896301157133744,96.39182810605452
623,XBT/USD,2017-03-07 06:00:00,2017-03-09 15:00:00,short,1270.25,1191.89,150428.0,7.785701142535466,139.16328750989604
624,XBT/USD,2017-03-07 06:00:00,2017-03-09 15:00:00,short,1270.25,1191.89,150428.0,7.785701142535466,139.16328750989604
625,XBT/USD,2017-05-17 04:00:00,2017-05-21 18:00:00,long,1777.2,2015.9,287286.0,19.140866405124527,207.42421128559948
626,XBT/USD,2017-03-16 06:00:00,2017-03-19 16:00:00,short,1239.47,1052.42,140052.0,20.08269142504591,151.00751623795202
627,XBT/USD,2016-11-10 03:00:00,2016-11-11 14:00:00,short,720.1,718.4,79444.0,0.26106634533869416,127.47053792293434
628,XBT/USD,2016-01-02 18:00:00,2016-01-03 01:00:00,long,435.17,430.0,33891.0,-0.936370068687409,91.58707214735769
629,XBT/USD,2017-05-31 16:00:00,2017-06-04 19:00:00,long,2301.1,2488.0,262146.0,8.557889376547301,204.60820134399088
630,XBT/USD,2016-03-18 06:00:00,2016-03-20 02:00:00,short,415.04,410.63,33111.0,0.856781848794657,95.06956956456877
631,XBT/USD,2019-09-11 22:00:00,2019-09-13 17:00:00,long,10144.5,10243.5,8942538.0,8.519556170836276,1016.5124596439412
632,XBT/USD,2018-09-17 12:00:00,2018-09-18 14:00:00,short,6442.0,6356.0,3583401.0,7.52643391611341,613.9163472168145
633,XBT/USD,2020-01-31 16:00:00,2020-01-31 21:00:00,short,9269.0,9375.0,10364700.0,-12.643241773654188,1251.6809950874276
634,XBT/USD,2019-12-18 17:00:00,2019-12-20 06:00:00,long,6860.5,7104.5,5280374.0,26.434142268843345,1198.8168411684314
635,XBT/USD,2017-09-08 14:00:00,2017-09-08 14:00:00,short,4327.4,4420.0,545859.0,-2.6426652372120363,261.6238655430673
636,XBT/USD,2018-02-26 04:00:00,2018-02-26 05:00:00,long,9677.5,9543.0,3186431.0,-4.640648761822692,452.97448341242585
637,XBT/USD,2020-01-06 13:00:00,2020-01-08 19:00:00,long,7522.0,7962.5,7782855.0,57.240323246472975,1212.691429196991
638,XBT/USD,2019-05-08 23:00:00,2019-05-12 17:00:00,long,5939.0,6927.0,3950538.0,94.8756305534738,873.2963551440436
639,XBT/USD,2016-11-10 03:00:00,2016-11-11 14:00:00,short,720.1,718.4,79444.0,0.26106634533869416,127.47053792293434
640,XBT/USD,2018-08-31 18:00:00,2018-09-03 09:00:00,long,7045.5,7221.0,3707863.0,12.790621155969465,599.1578387100568
641,XBT/USD,2017-02-09 06:00:00,2017-02-09 11:00:00,long,1063.21,1051.0,125200.0,-1.3680381988834125,133.8645470638999
642,XBT/USD,2016-08-11 20:00:00,2016-08-13 11:00:00,short,589.48,587.41,68356.0,0.408635954501633,127.26364777367974
643,XBT/USD,2016-05-23 09:00:00,2016-05-31 15:00:00,long,440.36,533.63,36930.0,14.657948256903405,107.21294816991795
644,XBT/USD,2016-06-15 17:00:00,2016-06-17 09:00:00,long,693.34,731.0,73252.0,5.442972866290049,124.90791270596048
645,XBT/USD,2019-04-14 03:00:00,2019-04-14 17:00:00,short,5053.5,5088.5,3914300.0,-5.327704187187892,858.5917506696575
646,XBT/USD,2016-01-18 16:00:00,2016-01-18 20:00:00,long,386.74,382.0,30877.0,-0.9906744983642344,96.86318938929571
647,XBT/USD,2015-12-19 02:00:00,2015-12-19 15:00:00,long,462.81,457.5,37908.0,-0.9506738770752124,93.02480318480093
648,XBT/USD,2018-01-02 13:00:00,2018-01-02 14:00:00,long,14007.0,13743.5,2782674.0,-3.8089079248763897,369.9165112092117
649,XBT/USD,2018-07-14 16:00:00,2018-07-19 02:00:00,long,6269.5,7330.0,3155601.0,72.82087223197864,638.8065607914081
650,XBT/USD,2019-06-30 10:00:00,2019-07-02 18:00:00,short,11498.0,10697.5,5811075.0,37.81927659589512,1031.0785618340165
651,XBT/USD,2017-04-23 16:00:00,2017-04-28 13:00:00,long,1245.9,1323.0,180678.0,8.451165810252178,170.24215759894668
652,XBT/USD,2017-01-11 10:00:00,2017-01-12 17:00:00,short,851.99,795.0,61480.0,5.172861966298512,142.34937891397502
653,XBT/USD,2020-03-12 06:00:00,2020-03-14 02:00:00,short,7498.0,5567.5,6410922.0,296.47265125512286,1621.2110703168128
654,XBT/USD,2019-03-17 04:00:00,2019-03-17 21:00:00,short,3943.0,3974.0,2854944.0,-5.6481295297445016,802.3866990766319
655,XBT/USD,2016-02-07 13:00:00,2016-02-07 17:00:00,long,379.94,375.5,30245.0,-0.9412643260583531,92.08380934519307
656,XBT/USD,2019-03-05 11:00:00,2019-03-09 03:00:00,long,3723.0,3854.0,2672914.0,24.403467219646622,824.6926936109222
657,XBT/USD,2017-10-18 23:00:00,2017-10-20 11:00:00,long,5590.8,5642.0,904275.0,1.4677883859280911,288.74550840102864
658,XBT/USD,2020-01-16 08:00:00,2020-01-16 11:00:00,short,8664.0,8764.0,9295111.0,-12.241475504382244,1211.9061382608875
659,XBT/USD,2020-02-02 04:00:00,2020-02-02 09:00:00,short,9317.0,9425.0,10074217.0,-12.390179623738995,1226.6277281122357
660,XBT/USD,2017-10-05 05:00:00,2017-10-05 08:00:00,short,4144.9,4193.0,952657.0,-2.6365907233228763,261.02234780015664
661,XBT/USD,2018-08-18 13:00:00,2018-08-18 21:00:00,short,6350.0,6425.0,3367104.0,-6.189719047764883,612.7822654071456
662,XBT/USD,2020-01-14 00:00:00,2020-01-16 07:00:00,long,8279.0,8670.0,8764454.0,47.742443555511294,1224.1476137652694
663,XBT/USD,2019-01-10 06:00:00,2019-01-14 15:00:00,short,3808.0,3662.5,2431578.0,25.367439054119977,893.7420092125486
664,XBT/USD,2020-04-22 08:00:00,2020-04-25 01:00:00,long,6955.5,7484.5,9267814.0,94.17634545991156,1645.8686176296662
665,XBT/USD,2019-03-18 01:00:00,2019-03-18 04:00:00,long,3996.0,3951.0,2847227.0,-8.115253636324292,794.2714454403077
666,XBT/USD,2016-03-25 16:00:00,2016-03-26 14:00:00,long,416.6,414.96,35035.0,-0.33236896850864817,92.5259186468684
667,XBT/USD,2016-06-02 04:00:00,2016-06-02 06:00:00,long,546.22,540.0,50398.0,-1.0627774455279917,104.00478112436414
668,XBT/USD,2018-04-02 07:00:00,2018-04-02 13:00:00,long,7035.0,6908.0,2125998.0,-5.555845267005997,539.9989562247458
669,XBT/USD,2020-03-27 16:00:00,2020-03-30 08:00:00,short,6645.5,6284.5,9058942.0,78.30442198175244,1649.7104226875638
670,XBT/USD,2019-04-05 18:00:00,2019-04-06 07:00:00,long,5027.0,4967.0,3833302.0,-9.211306658960092,900.9251044575084
671,XBT/USD,2016-10-21 02:00:00,2016-10-24 00:00:00,long,628.62,650.48,66517.0,3.5559911301942257,123.40546090983456
672,XBT/USD,2019-10-09 03:00:00,2019-10-09 09:00:00,short,8126.5,8218.0,7964498.0,-10.912137380721589,1080.3016537696446
673,XBT/USD,2019-08-18 14:00:00,2019-08-20 13:00:00,long,10386.0,10651.0,9349393.0,22.397037989596356,1079.8148758482794
674,XBT/USD,2017-07-07 06:00:00,2017-07-08 15:00:00,short,2557.0,2527.3,455938.0,2.0954375095293067,208.8713644047683
675,XBT/USD,2015-12-04 17:00:00,2015-12-08 06:00:00,long,361.87,394.33,27622.0,6.28334978942477,98.46271211499732
676,XBT/USD,2016-11-13 22:00:00,2016-11-17 22:00:00,long,700.23,738.0,80038.0,5.849868957110371,132.03151541090932
677,XBT/USD,2016-05-01 14:00:00,2016-05-02 07:00:00,long,452.57999999999987,447.5,38276.0,-0.9600677037005012,93.96898883913514
678,XBT/USD,2017-09-08 14:00:00,2017-09-08 14:00:00,short,4327.4,4420.0,545859.0,-2.6426652372120363,261.6238655430673
679,XBT/USD,2018-09-29 22:00:00,2018-10-01 13:00:00,long,6584.0,6543.5,3726794.0,-3.5034061005510124,628.3889824264082
680,XBT/USD,2019-06-08 16:00:00,2019-06-08 21:00:00,short,7853.5,7945.5,5627583.0,-8.2970795942148,821.4108485947258
681,XBT/USD,2019-06-24 19:00:00,2019-06-27 08:00:00,long,10905.0,11935.5,7653780.0,60.59791530784706,1003.4905320051316
682,XBT/USD,2020-01-14 00:00:00,2020-01-16 07:00:00,long,8279.0,8670.0,8764454.0,47.742443555511294,1224.1476137652694
683,XBT/USD,2016-01-22 03:00:00,2016-01-24 10:00:00,short,404.18,400.6,30400.0,0.6721571855685698,98.38543967838436
684,XBT/USD,2018-04-28 00:00:00,2018-04-28 02:00:00,short,9015.0,9138.5,3649491.0,-5.4708978679640206,541.6189236884563
685,XBT/USD,2017-03-22 09:00:00,2017-03-23 13:00:00,short,1065.19,1047.4,96576.0,1.5399460694467206,146.5216208310142
686,XBT/USD,2018-11-10 16:00:00,2018-11-11 11:00:00,long,6373.5,6341.0,3548966.0,-2.8539703464585737,617.4494757490841
687,XBT/USD,2019-03-17 04:00:00,2019-03-17 21:00:00,short,3943.0,3974.0,2854944.0,-5.6481295297445016,802.3866990766319
688,XBT/USD,2017-09-30 02:00:00,2017-10-01 14:00:00,long,4215.9,4273.6,1007374.0,3.2261338289593637,269.0432393749357
689,XBT/USD,2019-02-21 12:00:00,2019-02-22 10:00:00,short,3891.0,3924.5,2996258.0,-6.573224259661638,864.1459497331357
690,XBT/USD,2017-01-26 11:00:00,2017-01-29 15:00:00,long,901.38,917.29,96699.0,1.8607052625598728,125.3992934586637
691,XBT/USD,2018-01-27 06:00:00,2018-01-27 10:00:00,long,11313.0,11049.0,1783185.0,-3.7661669544208034,364.0618648677256
