Pair,Opened,Closed,Type,Entry Price,Exit Price,Amount,Profit,Balance
XBT/USD,2015-11-11 21:00:00,2015-11-11 22:00:00,short,311.05,311.05,14232.0,0.0,100.0
XBT/USD,2015-11-12 05:00:00,2015-11-12 05:00:00,long,334.99,334.99,13218.0,0.0,100.0
XBT/USD,2015-11-12 06:00:00,2015-11-12 09:00:00,long,335.0,335.0,12469.0,0.0,100.0
XBT/USD,2015-11-12 10:00:00,2015-11-12 17:00:00,long,336.0,326.0,11290.0,-1.030711364300324,98.96928863569967
XBT/USD,2015-11-13 03:00:00,2015-11-13 06:00:00,long,338.29,330.5,14539.0,-1.013004490100589,97.95628414559908
XBT/USD,2015-11-14 15:00:00,2015-11-14 21:00:00,short,331.95,336.0,26977.0,-0.9795728164740835,96.976711329125
XBT/USD,2015-11-15 13:00:00,2015-11-15 13:00:00,short,320.72,320.72,26700.0,0.0,96.976711329125
XBT/USD,2015-11-15 14:00:00,2015-11-15 15:00:00,short,320.69,320.69,23451.0,0.0,96.976711329125
XBT/USD,2015-11-15 16:00:00,2015-11-16 04:00:00,short,322.58,322.58,23144.0,0.0,96.976711329125
XBT/USD,2015-11-16 05:00:00,2015-11-16 16:00:00,short,321.2200000000001,325.0,26783.0,-0.969761821516983,96.00694950760801
XBT/USD,2015-11-16 17:00:00,2015-11-16 17:00:00,long,333.72,330.0,28742.0,-0.9708759656979851,95.03607354191003
XBT/USD,2015-11-16 18:00:00,2015-11-18 04:00:00,long,331.55,331.55,25795.0,0.0,95.03607354191003
XBT/USD,2015-11-18 06:00:00,2015-11-18 12:00:00,short,332.05,336.0,26843.0,-0.9503539520009192,94.0857195899091
XBT/USD,2015-11-18 21:00:00,2015-11-18 22:00:00,long,338.87,335.0,27918.0,-0.9517378433767407,93.13398174653236
XBT/USD,2015-11-18 23:00:00,2015-11-19 06:00:00,long,336.5,332.5,26364.0,-0.9425286842663954,92.19145306226596
XBT/USD,2015-11-19 08:00:00,2015-11-21 06:00:00,short,333.87,326.58,25190.0,1.684180807683391,93.87563386994935
XBT/USD,2015-11-21 07:00:00,2015-11-22 10:00:00,long,327.16,323.5,27453.0,-0.9493719827212379,92.92626188722812
XBT/USD,2015-11-22 12:00:00,2015-11-22 20:00:00,short,323.4,323.4,27298.0,0.0,92.92626188722812
XBT/USD,2015-11-22 21:00:00,2015-11-23 11:00:00,short,323.76,327.5,26345.0,-0.9292558619427844,91.99700602528534
XBT/USD,2015-11-24 02:00:00,2015-11-24 11:00:00,short,319.5,323.5,23772.0,-0.9199846166126103,91.07702140867273
XBT/USD,2015-11-24 23:00:00,2015-11-25 05:00:00,short,319.8,319.8,25466.0,0.0,91.07702140867273
XBT/USD,2015-11-25 06:00:00,2015-11-25 10:00:00,short,319.65,323.5,24462.0,-0.9107594739319621,90.16626193474077
XBT/USD,2015-11-25 12:00:00,2015-11-28 10:00:00,long,327.53,355.77,24002.0,5.816901567359497,95.98316350210027
XBT/USD,2015-11-28 11:00:00,2015-11-28 22:00:00,short,355.41,360.0,26756.0,-0.9598463746095948,95.02331712749067
XBT/USD,2015-11-29 00:00:00,2015-11-29 03:00:00,long,359.69,355.5,29341.0,-0.9614372964311078,94.06187983105956
XBT/USD,2015-11-29 11:00:00,2015-12-01 07:00:00,long,361.96,361.96,27631.0,0.0,94.06187983105956
XBT/USD,2015-12-01 08:00:00,2015-12-01 17:00:00,short,366.7,366.7,24210.0,0.0,94.06187983105956
XBT/USD,2015-12-01 18:00:00,2015-12-02 16:00:00,short,364.66,364.66,21761.0,0.0,94.06187983105956
XBT/USD,2015-12-02 19:00:00,2015-12-03 07:00:00,long,361.19,361.19,29287.0,0.0,94.06187983105956
XBT/USD,2015-12-03 08:00:00,2015-12-03 09:00:00,long,363.63,359.5,30115.0,-0.9514244732940634,93.11045535776549
XBT/USD,2015-12-04 01:00:00,2015-12-04 02:00:00,short,354.87999999999994,359.0,28792.0,-0.9310930321929379,92.17936232557255
XBT/USD,2015-12-04 03:00:00,2015-12-04 07:00:00,short,358.35,358.35,28854.0,0.0,92.17936232557255
XBT/USD,2015-12-04 17:00:00,2015-12-08 06:00:00,long,361.87,394.33,27622.0,6.28334978942477,98.46271211499733
XBT/USD,2015-12-08 07:00:00,2015-12-08 09:00:00,short,394.27,399.0,32747.0,-0.984614057526961,97.47809805747038
XBT/USD,2015-12-08 17:00:00,2015-12-10 08:00:00,long,398.68,415.63,33106.0,3.386453186910602,100.86455124438098
XBT/USD,2015-12-10 09:00:00,2015-12-10 12:00:00,short,415.4,420.0,38256.0,-1.008652589586625,99.85589865479434
XBT/USD,2015-12-11 02:00:00,2015-12-12 04:00:00,long,422.1,422.1,34885.0,0.0,99.85589865479434
XBT/USD,2015-12-12 13:00:00,2015-12-12 21:00:00,short,426.0,437.0,16899.0,-0.9985335353079584,98.85736511948639
XBT/USD,2015-12-13 14:00:00,2015-12-13 14:00:00,long,446.7,441.0,34607.0,-1.0013462291117463,97.85601889037464
XBT/USD,2015-12-13 15:00:00,2015-12-13 20:00:00,long,444.18000000000006,438.0,31240.0,-0.9923534640097241,96.86366542636492
XBT/USD,2015-12-14 12:00:00,2015-12-16 02:00:00,long,449.77,449.77,37182.0,0.0,96.86366542636492
XBT/USD,2015-12-16 05:00:00,2015-12-16 08:00:00,short,449.58,462.0,16199.0,-0.9686365282922055,95.89502889807271
XBT/USD,2015-12-17 03:00:00,2015-12-17 04:00:00,short,449.0,455.5,30173.0,-0.9589525693149011,94.9360763287578
XBT/USD,2015-12-18 05:00:00,2015-12-18 07:00:00,long,463.92999999999995,458.5,37630.0,-0.960599266881647,93.97547706187616
XBT/USD,2015-12-18 19:00:00,2015-12-19 01:00:00,long,462.2,462.2,38607.0,0.0,93.97547706187616
XBT/USD,2015-12-19 02:00:00,2015-12-19 15:00:00,long,462.81,457.5,37908.0,-0.9506738770752124,93.02480318480094
XBT/USD,2015-12-19 20:00:00,2015-12-22 09:00:00,short,460.1,442.94,36896.0,3.1067008378457817,96.13150402264672
XBT/USD,2015-12-22 20:00:00,2015-12-23 10:00:00,short,436.99,442.0,37061.0,-0.961304756655432,95.17019926599129
XBT/USD,2015-12-23 11:00:00,2015-12-24 03:00:00,long,442.0,442.0,37186.0,0.0,95.17019926599129
XBT/USD,2015-12-24 04:00:00,2015-12-24 11:00:00,long,454.08,454.08,38628.0,0.0,95.17019926599129
XBT/USD,2015-12-24 12:00:00,2015-12-25 07:00:00,long,453.95,453.95,35985.0,0.0,95.17019926599129
XBT/USD,2015-12-25 12:00:00,2015-12-25 23:00:00,short,452.29,457.5,37798.0,-0.9516964730907282,94.21850279290055
XBT/USD,2015-12-26 04:00:00,2015-12-27 19:00:00,short,446.2,424.5,35814.0,4.1030357649123355,98.32153855781289
XBT/USD,2015-12-27 20:00:00,2015-12-27 21:00:00,long,426.73,426.73,37852.0,0.0,98.32153855781289
XBT/USD,2015-12-27 22:00:00,2015-12-28 11:00:00,long,427.91,423.0,36667.0,-0.994635755856176,97.3269028019567
XBT/USD,2015-12-28 16:00:00,2015-12-29 14:00:00,short,422.42,427.5,34598.0,-0.9732717444543278,96.35363105750238
XBT/USD,2015-12-29 15:00:00,2015-12-29 19:00:00,long,429.15,429.15,34457.0,0.0,96.35363105750238
XBT/USD,2015-12-29 20:00:00,2015-12-30 11:00:00,long,429.72,424.5,34085.0,-0.9753725739400096,95.37825848356238
XBT/USD,2015-12-30 13:00:00,2015-12-30 13:00:00,short,420.55,425.5,34480.0,-0.9537954676050244,94.42446301595736
XBT/USD,2015-12-30 14:00:00,2015-12-31 00:00:00,short,423.51,423.51,34340.0,0.0,94.42446301595736
XBT/USD,2015-12-31 01:00:00,2015-12-31 10:00:00,short,424.1,424.1,35060.0,0.0,94.42446301595736
XBT/USD,2015-12-31 17:00:00,2016-01-01 07:00:00,long,431.13,431.13,34212.0,0.0,94.42446301595736
XBT/USD,2016-01-01 08:00:00,2016-01-01 12:00:00,long,434.23,429.0,34043.0,-0.9557678041891563,93.4686952117682
XBT/USD,2016-01-01 21:00:00,2016-01-02 00:00:00,long,435.37,430.5,36379.0,-0.9452529957231036,92.5234422160451
XBT/USD,2016-01-02 18:00:00,2016-01-03 01:00:00,long,435.17,430.0,33891.0,-0.936370068687409,91.58707214735769
XBT/USD,2016-01-03 06:00:00,2016-01-04 01:00:00,short,431.9,431.9,33894.0,0.0,91.58707214735769
XBT/USD,2016-01-04 07:00:00,2016-01-05 09:00:00,long,432.3,430.41,35659.0,-0.3622124514009644,91.22485969595672
XBT/USD,2016-01-05 10:00:00,2016-01-06 05:00:00,short,431.32,431.32,33156.0,0.0,91.22485969595672
XBT/USD,2016-01-07 00:00:00,2016-01-07 01:00:00,short,428.0,433.0,33812.0,-0.9122401847575011,90.31261951119922
XBT/USD,2016-01-07 03:00:00,2016-01-08 16:00:00,long,444.98,455.07,35909.0,1.789269584445695,92.1018890956449
XBT/USD,2016-01-08 17:00:00,2016-01-08 19:00:00,short,448.71,454.0,35468.0,-0.9210236255336713,91.18086547011123
XBT/USD,2016-01-08 20:00:00,2016-01-09 18:00:00,short,453.1,453.1,35079.0,0.0,91.18086547011123
XBT/USD,2016-01-10 01:00:00,2016-01-10 18:00:00,short,444.12,449.5,33834.0,-0.911812608743876,90.26905286136736
XBT/USD,2016-01-10 22:00:00,2016-01-12 10:00:00,long,450.22,447.5,35052.0,-0.47322086359270044,89.79583199777466
XBT/USD,2016-01-12 11:00:00,2016-01-14 19:00:00,short,446.25,431.87,34461.0,2.571316259386339,92.36714825716099
XBT/USD,2016-01-14 20:00:00,2016-01-14 23:00:00,long,431.56,426.5,33998.0,-0.9346384995268321,91.43250975763416
XBT/USD,2016-01-15 01:00:00,2016-01-16 21:00:00,short,420.49,381.0,32653.0,8.048771059435783,99.48128081706994
XBT/USD,2016-01-16 22:00:00,2016-01-17 02:00:00,long,381.99,381.99,24234.0,0.0,99.48128081706994
XBT/USD,2016-01-17 03:00:00,2016-01-18 04:00:00,long,383.35,379.0,21342.0,-0.6389835752237032,98.84229724184624
XBT/USD,2016-01-18 05:00:00,2016-01-18 08:00:00,short,378.31,382.5,34136.0,-0.9884333541863156,97.85386388765993
XBT/USD,2016-01-18 16:00:00,2016-01-18 20:00:00,long,386.74,382.0,30877.0,-0.9906744983642343,96.8631893892957
XBT/USD,2016-01-19 19:00:00,2016-01-20 02:00:00,short,378.23,378.23,32818.0,0.0,96.8631893892957
XBT/USD,2016-01-20 03:00:00,2016-01-20 11:00:00,short,378.23,382.5,32818.0,-0.9686180850293541,95.89457130426635
XBT/USD,2016-01-20 12:00:00,2016-01-21 20:00:00,long,393.91,407.25,33740.0,2.8057101849570105,98.70028148922336
XBT/USD,2016-01-21 21:00:00,2016-01-21 21:00:00,short,409.11,414.0,34186.0,-0.9869989964075514,97.71328249281581
XBT/USD,2016-01-22 03:00:00,2016-01-24 10:00:00,short,404.18,400.6,30400.0,0.6721571855685698,98.38543967838437
XBT/USD,2016-01-24 11:00:00,2016-01-25 00:00:00,long,399.5,399.5,34894.0,0.0,98.38543967838437
XBT/USD,2016-01-25 12:00:00,2016-01-27 05:00:00,short,397.46,397.46,34625.0,0.0,98.38543967838437
XBT/USD,2016-01-27 06:00:00,2016-01-27 11:00:00,long,397.5,393.0,34546.0,-0.9951317874117925,97.39030789097258
XBT/USD,2016-01-27 20:00:00,2016-01-28 01:00:00,long,396.89,392.5,34946.0,-0.9848093769824664,96.40549851399011
XBT/USD,2016-01-28 02:00:00,2016-01-28 02:00:00,short,382.4,382.4,31015.0,0.0,96.40549851399011
XBT/USD,2016-01-28 03:00:00,2016-01-28 11:00:00,short,379.72,384.0,32844.0,-0.9640623354050387,95.44143617858508
XBT/USD,2016-01-28 12:00:00,2016-01-29 09:00:00,short,383.6,383.6,32285.0,0.0,95.44143617858508
XBT/USD,2016-01-29 18:00:00,2016-01-29 21:00:00,long,380.0,375.5,30626.0,-0.9658490433807628,94.47558713520432
XBT/USD,2016-01-31 07:00:00,2016-01-31 13:00:00,long,378.96,374.5,30421.0,-0.9560115760567939,93.51957555914753
XBT/USD,2016-01-31 14:00:00,2016-02-01 02:00:00,short,372.8,372.8,31295.0,0.0,93.51957555914753
XBT/USD,2016-02-01 13:00:00,2016-02-01 16:00:00,long,375.94,371.5,29768.0,-0.9463575950774135,92.57321796407011
XBT/USD,2016-02-01 21:00:00,2016-02-02 04:00:00,short,370.15,374.5,29500.0,-0.9257243707536088,91.6474935933165
XBT/USD,2016-02-03 07:00:00,2016-02-03 11:00:00,short,372.0,372.0,28524.0,0.0,91.6474935933165
XBT/USD,2016-02-03 13:00:00,2016-02-04 06:00:00,short,371.5,373.17,28448.0,-0.3426909771005988,91.3048026162159
XBT/USD,2016-02-04 07:00:00,2016-02-06 00:00:00,long,373.53000000000003,380.0,28122.0,1.28186237419104,92.58666499040693
XBT/USD,2016-02-06 01:00:00,2016-02-07 12:00:00,short,382.25,380.27,32185.0,0.4384086808445192,93.02507367125145
XBT/USD,2016-02-07 13:00:00,2016-02-07 17:00:00,long,379.94,375.5,30245.0,-0.941264326058353,92.08380934519309
XBT/USD,2016-02-08 06:00:00,2016-02-08 12:00:00,long,380.01,375.5,29485.0,-0.9319072863419975,91.15190205885109
XBT/USD,2016-02-08 16:00:00,2016-02-09 14:00:00,short,374.41,376.5,28180.0,-0.4178061752970348,90.73409588355406
XBT/USD,2016-02-09 15:00:00,2016-02-11 14:00:00,long,376.15,376.15,30935.0,0.0,90.73409588355406
XBT/USD,2016-02-11 15:00:00,2016-02-12 05:00:00,short,376.56,381.0,29319.0,-0.9073460702689456,89.82674981328512
XBT/USD,2016-02-12 06:00:00,2016-02-15 17:00:00,long,380.8,402.49,30292.0,4.286822147676928,94.11357196096205
XBT/USD,2016-02-15 18:00:00,2016-02-15 19:00:00,short,399.76,399.76,32106.0,0.0,94.11357196096205
XBT/USD,2016-02-15 20:00:00,2016-02-15 22:00:00,short,395.16,400.0,30735.0,-0.9411213179471509,93.1724506430149
XBT/USD,2016-02-15 23:00:00,2016-02-16 09:00:00,short,399.17,404.0,31109.0,-0.9317382454732102,92.24071239754169
XBT/USD,2016-02-16 12:00:00,2016-02-16 17:00:00,long,403.64,403.64,32389.0,0.0,92.24071239754169
XBT/USD,2016-02-16 18:00:00,2016-02-19 07:00:00,long,405.88,417.05,31139.0,2.054811829941133,94.29552422748282
XBT/USD,2016-02-19 08:00:00,2016-02-20 02:00:00,short,418.5,421.39,33425.0,-0.5477590620539149,93.7477651654289
XBT/USD,2016-02-20 03:00:00,2016-02-22 09:00:00,long,421.8,434.43,34748.0,2.395006959463458,96.14277212489236
XBT/USD,2016-02-22 10:00:00,2016-02-22 17:00:00,short,435.92,441.0,36383.0,-0.9614281511221896,95.18134397377017
XBT/USD,2016-02-22 18:00:00,2016-02-23 05:00:00,long,439.92,435.0,37440.0,-0.9625825385179785,94.21876143525219
XBT/USD,2016-02-23 08:00:00,2016-02-23 23:00:00,short,423.81,423.81,36483.0,0.0,94.21876143525219
XBT/USD,2016-02-24 06:00:00,2016-02-24 11:00:00,short,416.46,421.5,32815.0,-0.9421760737809901,93.2765853614712
XBT/USD,2016-02-24 17:00:00,2016-02-25 00:00:00,long,425.13,425.13,32862.0,0.0,93.2765853614712
XBT/USD,2016-02-25 01:00:00,2016-02-25 03:00:00,long,425.9,421.0,34530.0,-0.9436325701783395,92.33295279129287
XBT/USD,2016-02-26 04:00:00,2016-02-26 06:00:00,short,420.67,425.5,34218.0,-0.9233378670704843,91.40961492422238
XBT/USD,2016-02-26 13:00:00,2016-02-27 23:00:00,long,425.49,425.49,33164.0,0.0,91.40961492422238
XBT/USD,2016-02-28 01:00:00,2016-02-28 11:00:00,short,423.29,428.0,35160.0,-0.9140879753016122,90.49552694892077
XBT/USD,2016-02-28 16:00:00,2016-02-29 14:00:00,long,434.32,434.32,35416.0,0.0,90.49552694892077
XBT/USD,2016-03-01 06:00:00,2016-03-01 08:00:00,short,435.3,435.3,33370.0,0.0,90.49552694892077
XBT/USD,2016-03-01 09:00:00,2016-03-06 11:00:00,short,434.08,404.54,35051.0,5.896301157133744,96.39182810605452
XBT/USD,2016-03-06 12:00:00,2016-03-06 22:00:00,long,404.01,404.01,34886.0,0.0,96.39182810605452
XBT/USD,2016-03-07 11:00:00,2016-03-08 14:00:00,long,411.03,410.41,35949.0,-0.1321256230547157,96.2597024829998
XBT/USD,2016-03-08 16:00:00,2016-03-09 16:00:00,short,410.47,414.0,36197.0,-0.7519094112569603,95.50779307174284
XBT/USD,2016-03-09 17:00:00,2016-03-12 02:00:00,long,413.97,413.97,32932.0,0.0,95.50779307174284
XBT/USD,2016-03-12 03:00:00,2016-03-12 05:00:00,short,414.46,414.46,32948.0,0.0,95.50779307174284
XBT/USD,2016-03-12 06:00:00,2016-03-13 09:00:00,short,414.37,414.37,35815.0,0.0,95.50779307174284
XBT/USD,2016-03-13 10:00:00,2016-03-16 06:00:00,long,415.26,414.52,34600.0,-0.14874494978827474,95.35904812195456
XBT/USD,2016-03-16 07:00:00,2016-03-16 20:00:00,short,413.6,417.44,33685.0,-0.7491920913546473,94.60985603059991
XBT/USD,2016-03-16 21:00:00,2016-03-18 05:00:00,long,417.12,415.19,35630.0,-0.39706831482580485,94.21278771577411
XBT/USD,2016-03-18 06:00:00,2016-03-20 02:00:00,short,415.04,410.63,33111.0,0.856781848794657,95.06956956456877
XBT/USD,2016-03-20 03:00:00,2016-03-21 04:00:00,long,409.83,408.06,33060.0,-0.3499035464595605,94.71966601810921
XBT/USD,2016-03-21 05:00:00,2016-03-21 22:00:00,short,408.06,411.15,32314.0,-0.5951478653687062,94.1245181527405
XBT/USD,2016-03-21 23:00:00,2016-03-24 07:00:00,long,412.25,413.98,33677.0,0.34138110163198115,94.46589925437249
XBT/USD,2016-03-24 08:00:00,2016-03-24 14:00:00,short,413.31,418.0,34798.0,-0.9446587064241154,93.52124054794837
XBT/USD,2016-03-25 01:00:00,2016-03-25 15:00:00,short,413.23,416.6,33866.0,-0.6629529325713324,92.85828761537704
XBT/USD,2016-03-25 16:00:00,2016-03-26 14:00:00,long,416.6,414.96,35035.0,-0.33236896850864817,92.52591864686839
XBT/USD,2016-03-26 15:00:00,2016-03-27 07:00:00,short,415.11,416.7,32989.0,-0.3032351760345045,92.22268347083389
XBT/USD,2016-03-27 08:00:00,2016-03-28 13:00:00,long,416.8,423.39,33377.0,1.2464199934728442,93.46910346430673
XBT/USD,2016-03-28 14:00:00,2016-03-31 02:00:00,short,423.5,414.3,33924.0,1.7787975963211284,95.24790106062785
XBT/USD,2016-03-31 03:00:00,2016-04-01 07:00:00,long,414.3,414.14,34060.0,-0.031761610370538144,95.21613945025732
XBT/USD,2016-04-01 16:00:00,2016-04-03 07:00:00,long,416.0,418.04,32955.0,0.38658082958569834,95.60272027984301
XBT/USD,2016-04-03 08:00:00,2016-04-05 02:00:00,short,418.44,421.2,33482.0,-0.5243230111789584,95.07839726866405
XBT/USD,2016-04-05 03:00:00,2016-04-07 03:00:00,long,422.77,418.0,35626.0,-0.96162334695542,94.11677392170863
XBT/USD,2016-04-07 04:00:00,2016-04-07 19:00:00,short,419.0,421.54,33441.0,-0.48090595875131603,93.6358679629573
XBT/USD,2016-04-07 20:00:00,2016-04-08 18:00:00,long,421.54,416.5,33013.0,-0.9476800351492243,92.68818792780809
XBT/USD,2016-04-08 20:00:00,2016-04-09 22:00:00,short,418.33,418.21,35121.0,0.02408988325658049,92.71227781106467
XBT/USD,2016-04-09 23:00:00,2016-04-11 09:00:00,long,418.21,419.46,34427.0,0.24531506919027757,92.95759288025495
XBT/USD,2016-04-11 10:00:00,2016-04-11 20:00:00,short,419.46,422.65,32841.0,-0.5909294441419255,92.36666343611303
XBT/USD,2016-04-11 21:00:00,2016-04-13 09:00:00,long,422.34,423.88,34040.0,0.29282296311179934,92.65948639922483
XBT/USD,2016-04-13 10:00:00,2016-04-14 23:00:00,short,423.8,425.31,35802.0,-0.29992846791074446,92.35955793131409
XBT/USD,2016-04-15 00:00:00,2016-04-17 08:00:00,long,425.59,430.13,32866.0,0.8151012418771935,93.17465917319127
XBT/USD,2016-04-17 09:00:00,2016-04-18 05:00:00,short,429.67,429.74,36014.0,-0.013653015676841964,93.16100615751444
XBT/USD,2016-04-18 06:00:00,2016-04-23 07:00:00,long,429.55,447.0,34038.0,3.0934152253919547,96.25442138290639
XBT/USD,2016-04-23 08:00:00,2016-04-23 11:00:00,short,446.31,451.5,37372.0,-0.9625411951274796,95.2918801877789
XBT/USD,2016-04-23 16:00:00,2016-04-24 13:00:00,long,450.32,450.32,36323.0,0.0,95.2918801877789
XBT/USD,2016-04-24 20:00:00,2016-04-24 21:00:00,long,464.31000000000006,459.0,38688.0,-0.9639401667496743,94.32794002102922
XBT/USD,2016-04-24 22:00:00,2016-04-25 00:00:00,long,465.04,459.0,33774.0,-0.9556886806560537,93.37225134037317
XBT/USD,2016-04-25 17:00:00,2016-04-25 22:00:00,long,465.79,465.79,38295.0,0.0,93.37225134037317
XBT/USD,2016-04-26 16:00:00,2016-04-27 07:00:00,long,469.7900000000001,464.5,38956.0,-0.9443664348482259,92.42788490552495
XBT/USD,2016-04-27 09:00:00,2016-04-28 20:00:00,short,464.99000000000007,448.78,36699.0,2.850756596619928,95.27864150214488
XBT/USD,2016-04-28 21:00:00,2016-04-30 16:00:00,long,449.39,450.7,35699.0,0.23089598669196357,95.50953748883684
XBT/USD,2016-04-30 17:00:00,2016-05-01 13:00:00,short,449.36,452.47,37950.0,-0.5804809460012225,94.92905654283562
XBT/USD,2016-05-01 14:00:00,2016-05-02 07:00:00,long,452.5799999999999,447.5,38276.0,-0.9600677037005011,93.96898883913512
XBT/USD,2016-05-02 08:00:00,2016-05-02 09:00:00,short,442.63000000000005,442.63000000000005,38220.0,0.0,93.96898883913512
XBT/USD,2016-05-02 10:00:00,2016-05-02 19:00:00,short,443.0,443.0,37299.0,0.0,93.96898883913512
XBT/USD,2016-05-03 08:00:00,2016-05-04 11:00:00,long,446.99,445.36,37625.0,-0.30807403546608597,93.66091480366903
XBT/USD,2016-05-04 12:00:00,2016-05-05 00:00:00,short,444.92,450.0,36914.0,-0.9366134236366979,92.72430138003233
XBT/USD,2016-05-05 11:00:00,2016-05-05 21:00:00,short,445.62,449.0,34638.0,-0.5851382558611372,92.13916312417119
XBT/USD,2016-05-05 22:00:00,2016-05-08 10:00:00,long,448.84,457.63,34761.0,1.4875620698664405,93.62672519403763
XBT/USD,2016-05-08 11:00:00,2016-05-09 14:00:00,short,457.43000000000006,462.5,39069.0,-0.9362759624718618,92.69044923156576
XBT/USD,2016-05-09 15:00:00,2016-05-10 08:00:00,long,463.64000000000004,458.5,38764.0,-0.9372845682643974,91.75316466330136
XBT/USD,2016-05-10 09:00:00,2016-05-12 21:00:00,short,454.63,454.63,35732.0,0.0,91.75316466330136
XBT/USD,2016-05-12 22:00:00,2016-05-14 13:00:00,long,453.98,455.02,34508.0,0.1737344413234269,91.9268991046248
XBT/USD,2016-05-15 17:00:00,2016-05-16 13:00:00,long,459.24000000000007,456.61,36999.0,-0.4640455452692707,91.46285355935552
XBT/USD,2016-05-16 14:00:00,2016-05-18 11:00:00,short,456.73,453.76,36621.0,0.524808548500962,91.98766210785648
XBT/USD,2016-05-18 12:00:00,2016-05-19 06:00:00,long,454.18,453.62,36632.0,-0.09956998857705676,91.88809211927942
XBT/USD,2016-05-19 07:00:00,2016-05-21 19:00:00,short,453.53,441.14,34970.0,2.1656311014420275,94.05372322072145
XBT/USD,2016-05-21 20:00:00,2016-05-22 16:00:00,long,441.14,438.08,35609.0,-0.5638341011549428,93.48988911956651
XBT/USD,2016-05-22 17:00:00,2016-05-23 03:00:00,short,436.15,441.0,37076.0,-0.9348892065519677,92.55499991301454
XBT/USD,2016-05-23 09:00:00,2016-05-31 15:00:00,long,440.36,533.63,36930.0,14.657948256903403,107.21294816991795
XBT/USD,2016-05-31 16:00:00,2016-05-31 20:00:00,short,531.47,531.47,38283.0,0.0,107.21294816991795
XBT/USD,2016-05-31 21:00:00,2016-06-01 11:00:00,short,532.79,541.5,35513.0,-1.0721387441156556,106.14080942580229
XBT/USD,2016-06-01 13:00:00,2016-06-01 14:00:00,long,545.01,539.0,52459.0,-1.073250855910153,105.06755856989214
XBT/USD,2016-06-01 15:00:00,2016-06-01 23:00:00,long,540.0,540.0,51063.0,0.0,105.06755856989214
XBT/USD,2016-06-02 04:00:00,2016-06-02 06:00:00,long,546.22,540.0,50398.0,-1.0627774455279917,104.00478112436416
XBT/USD,2016-06-02 13:00:00,2016-06-02 21:00:00,short,535.68,542.0,47779.0,-1.0400384985032767,102.96474262586088
XBT/USD,2016-06-03 01:00:00,2016-06-07 15:00:00,long,543.41,581.51,47434.0,5.719129245919218,108.6838718717801
XBT/USD,2016-06-07 16:00:00,2016-06-08 18:00:00,short,577.0,583.5,56295.0,-1.0868422342316548,107.59702963754845
XBT/USD,2016-06-08 19:00:00,2016-06-09 11:00:00,long,585.29,578.5,54284.0,-1.088597039256277,106.50843259829217
XBT/USD,2016-06-09 13:00:00,2016-06-10 07:00:00,short,576.41,583.0,54312.0,-1.0650773494412473,105.44335524885092
XBT/USD,2016-06-10 20:00:00,2016-06-14 06:00:00,long,581.66,686.13,53565.0,14.021584590819494,119.46493983967042
XBT/USD,2016-06-14 07:00:00,2016-06-14 11:00:00,short,691.01,691.01,48402.0,0.0,119.46493983967042
XBT/USD,2016-06-14 12:00:00,2016-06-14 19:00:00,short,689.05,689.05,57829.0,0.0,119.46493983967042
XBT/USD,2016-06-15 17:00:00,2016-06-17 09:00:00,long,693.34,731.0,73252.0,5.442972866290049,124.90791270596047
XBT/USD,2016-06-17 10:00:00,2016-06-17 11:00:00,short,734.8,751.5,41302.0,-1.249077602371015,123.65883510358945
XBT/USD,2016-06-18 03:00:00,2016-06-18 04:00:00,short,732.37,745.0,53421.0,-1.2365980154711456,122.42223708811831
XBT/USD,2016-06-18 16:00:00,2016-06-18 19:00:00,long,773.1,773.1,63077.0,0.0,122.42223708811831
XBT/USD,2016-06-19 16:00:00,2016-06-19 21:00:00,long,761.24,761.24,60428.0,0.0,122.42223708811831
XBT/USD,2016-06-19 22:00:00,2016-06-20 00:00:00,long,766.14,756.5,74542.0,-1.2398267580844928,121.18241033003382
XBT/USD,2016-06-20 11:00:00,2016-06-20 11:00:00,short,740.99,750.0,74746.0,-1.2118228496111028,119.97058748042272
XBT/USD,2016-06-20 12:00:00,2016-06-23 23:00:00,short,750.41,618.21,75221.0,21.435613569558168,141.4062010499809
XBT/USD,2016-06-24 00:00:00,2016-06-25 18:00:00,long,622.63,648.03,30236.0,1.9034124222501265,143.309613472231
XBT/USD,2016-06-25 19:00:00,2016-06-25 20:00:00,short,649.46,663.5,43985.0,-1.4331061796141524,141.87650729261685
XBT/USD,2016-06-25 21:00:00,2016-06-27 06:00:00,short,660.5,660.5,48549.0,0.0,141.87650729261685
XBT/USD,2016-06-27 07:00:00,2016-06-27 07:00:00,long,649.12,637.0,49324.0,-1.445760936482451,140.4307463561344
XBT/USD,2016-06-27 08:00:00,2016-06-27 10:00:00,long,645.62,632.0,42977.0,-1.4345614303040655,138.99618492583033
XBT/USD,2016-06-27 23:00:00,2016-06-28 03:00:00,long,659.17,649.5,62456.0,-1.4106655203817653,137.58551940544857
XBT/USD,2016-06-28 04:00:00,2016-06-28 06:00:00,long,649.54,642.0,76986.0,-1.3920094134195309,136.19350999202902
XBT/USD,2016-06-29 01:00:00,2016-06-29 01:00:00,short,630.88,630.88,71996.0,0.0,136.19350999202902
XBT/USD,2016-06-29 02:00:00,2016-06-29 15:00:00,short,630.22,639.0,62468.0,-1.361943458252318,134.8315665337767
